name,cond_bed,cond_bath,cond_rent,cond_amen,addr_pin,addr_longi,addr_lati
502 E Springfield Ave_3b2b,3,2,1575,"Washer/Dryer, Wheelchair Accessible, Furnished","502 E Springfield Ave, Champaign, IL 61820",40.11287,-88.23186
,,,,,,,
2606 Sheridan Dr_3b2b,3,2,1075,Washer/Dryer,"2606 Sheridan Dr, Champaign, IL 61821",40.10552,-88.28954
,,,,,,,
501 Mitchell Ct_1b1b,1,1,570,Self-Service Laundry,"501 Mitchell Ct, Champaign, IL 61821",40.11096,-88.29152
,,,,,,,
502 E Springfield Ave_3b2.5b,3,2.5,1575,"Washer/Dryer, Furnished","502 E Springfield Ave, Champaign, IL 61820",40.11287,-88.23186
,,,,,,,
305 Birch St_1b1b,1,1,650,Self-Service Laundry,"305 Birch St, Champaign, IL 61820",40.09964,-88.24725
,,,,,,,
311 Birch St_1b1b,1,1,565,"Self-Service Laundry, Recycling Program","311 Birch St, Champaign, IL 61820",40.09989,-88.2469
,,,,,,,
709 W Green St_4b2b,4,2,1600,"Washer/Dryer, Furnished","709 W Green St, Champaign, IL 61820",40.1098,-88.25515
,,,,,,,
901 S 2nd St_4b2b,4,2,2400,"Washer/Dryer, Furnished","901 S 2nd St, Champaign, IL 61820",40.10763,-88.23737
,,,,,,,
2002 Blackthorn Dr_2b1.5b,2,1.5,1000,Washer/Dryer,"2002 Blackthorn Dr, Champaign, IL 61821",40.08798,-88.27842
,,,,,,,
610 S Mattis Ave_2b1b,2,1,865,Washer/Dryer,"610 S Mattis Ave, Champaign, IL 61821",40.10937,-88.27631
,,,,,,,
606 S Mattis Ave_1b1b,1,1,550,Self-Service Laundry,"606 S Mattis Ave, Champaign, IL 61821",40.10975,-88.27632
,,,,,,,
606 S Mattis Ave_2b1b,2,1,800,"Self-Service Laundry, Fireplace","606 S Mattis Ave, Champaign, IL 61821",40.10975,-88.27632
,,,,,,,
1106 Maplepark Dr_3b2b,3,2,1280,"Washer/Dryer, Smoke Free","1106 Maplepark Dr, Champaign, IL 61821",40.10421,-88.29407
,,,,,,,
603 E Clark St_1b1b,1,1,760,"Washer/Dryer, A/C, Smoke Free, Dishwasher, Garbage Disposal, Microwave, Furnished","603 E Clark St, Champaign, IL 61820",40.11512,-88.22995
,,,,,,,
612 Ventura Rd_3b1b,3,1,1300,Washer/Dryer,"612 Ventura Rd, Champaign, IL 61820",40.09706,-88.25311
,,,,,,,
906 S Locust St_2b1b,2,1,975,"Self-Service Laundry, Furnished","906 S Locust St, Champaign, IL 61820",40.10738,-88.23991
,,,,,,,
705 S 1st St_3b1b,3,1,1185,"Washer/Dryer, Furnished","705 S 1st St, Champaign, IL 61820",40.10961,-88.23913
,,,,,,,
705 S 1st St_3b1.5b,3,1.5,1185,"Self-Service Laundry, Furnished","705 S 1st St, Champaign, IL 61820",40.10961,-88.23913
,,,,,,,
705 S 1st St_4b2b,4,2,1320,"Self-Service Laundry, Furnished","705 S 1st St, Champaign, IL 61820",40.10961,-88.23913
,,,,,,,
908 S Locust St_1b1b,1,1,595,"Self-Service Laundry, Furnished","908 S Locust St, Champaign, IL 61820",40.10721,-88.23991
,,,,,,,
101 E Daniel St_4b2b,4,2,438,"Washer/Dryer, Smoke Free, Furnished","101 E Daniel St, Champaign, IL 61820",40.10763,-88.23843
,,,,,,,
1616A Maynard Dr_3b1.5b,3,1.5,975,"Washer/Dryer Hookup, Smoke Free","1616A Maynard Dr, Champaign, IL 61822",40.09722,-88.2978
,,,,,,,
211 W Columbia Ave_3b1b,3,1,925,"Washer/Dryer, Ceiling Fans, Smoke Free, Kitchen, Dining Area","211 W Columbia Ave, Champaign, IL 61820",40.12087,-88.2466
,,,,,,,
1603 W John St_3b2.5b,3,2.5,1150,Washer/Dryer,"1603 W John St, Champaign, IL 61821",40.10869,-88.27321
,,,,,,,
708 W Springfield Ave_2b1b,2,1,640,"Self-Service Laundry, Smoke Free","708 W Springfield Ave, Champaign, IL 61820",40.1129,-88.25525
,,,,,,,
108 W Charles St_1b1b,1,1,580,"Self-Service Laundry, Smoke Free","108 W Charles St, Champaign, IL 61820",40.10612,-88.24435
,,,,,,,
803 W Springfield Ave_1b1b,1,1,640,"Self-Service Laundry, Smoke Free, Furnished","803 W Springfield Ave, Champaign, IL 61820",40.11237,-88.25638
,,,,,,,
311 S Prairie St_2b2b,2,2,590,"Self-Service Laundry, Smoke Free","311 S Prairie St, Champaign, IL 61820",40.11328,-88.24891
,,,,,,,
Healey Street_2b1b,2,1,650,"Self-Service Laundry, Front Door Trash Pickup, Recycling Program, High Speed Internet, A/C, Heating, Ceiling Fans, Smoke Free, Storage Units, Stove, Balcony","607-611 W Healey St, Champaign, IL 61820",40.11126,-88.25266
,,,,,,,
Anthony Drive_1b1b,1,1,550,"Huge living room and bedroom, Self-Service Laundry, Curbside Trash Pickup, Front Door Trash Pickup, High Speed Internet, A/C, Heating, Ceiling Fans, Smoke Free, Storage Units, Kitchen, Oven, Stove, Refrigerator","1500 W Anthony Dr, Champaign, IL 61821",40.13883,-88.27143
,,,,,,,
Prairie Place_2b1b,2,1,620,"Self-Service Laundry, Recycling Program, A/C, Heating, Ceiling Fans, Garbage Disposal, Stove","310-316 S Prairie St, Champaign, IL 61820",40.11333,-88.24809
,,,,,,,
State Street_1b1b,1,1,640,"Self-Service Laundry, Recycling Program, A/C, Heating, Ceiling Fans, Stove, Wood Flooring, Carpeting","307-309 S State St, Champaign, IL 61820",40.1137,-88.24719
,,,,,,,
211 Springfield Apartments_2b1b,2,1,695,"Fixed rate water payment, Gated, Heating, Stove","211 W Springfield Ave, Champaign, IL 61820",40.11236,-88.24659
,,,,,,,
Colonial South_1b1b,1,1,595,"Recycling Program, A/C, Heating, Kitchen, Stove","1101 S Mattis Ave, Champaign, IL 61821",40.10436,-88.27695
,,,,,,,
510 S Elm_2b1b,2,1,695,,"510 S Elm St, Champaign, IL 61820",40.11088,-88.24971
,,,,,,,
Clark Street House_1b1b,1,1,780,"Washer/Dryer, A/C, Heating, Fireplace, Dishwasher, Stove, Skylight, Deck","613 W Healey St, Champaign, IL 61820",40.11143,-88.25336
,,,,,,,
Healey Townhomes_2b2.5b,2,2.5,910,"Self-Service Laundry, A/C, Heating, Fireplace, Dishwasher, Garbage Disposal, Stove, Patio","402 W Clark St, Champaign, IL 61820",40.11562,-88.2487
,,,,,,,
Green Street_2b1b,2,1,750,"Beautiful trees, Carport included, Central A/C for the Cedar, Close to U of I campus, Credit Cards Accepted, eChecks Accepted, Fixed rate water payment, Free garbage removal, Free guest parking lot, Recycling, Well-built brick construction, Self-Service Laundry, Recycling Program, Gated, High Speed Internet, A/C, Heating, Smoke Free, Dishwasher, Stove","507-509 W Green St, Champaign, IL 61820",40.10988,-88.25146
,,,,,,,
Clark Street_2b1b,2,1,640,"Apartment Has Two Window A/C's, Gas & Electricity Included (On Select Units), Self-Service Laundry, Recycling Program, High Speed Internet, A/C, Heating, Ceiling Fans, Smoke Free, Kitchen, Oven, Stove, Refrigerator","307-312 W Clark St, Champaign, IL 61820",40.11508,-88.24775
,,,,,,,
Stoneleigh Court_2b1.5b,2,1.5,760,"Gated, Heating, Storage Units, Garbage Disposal, Stove, Skylight, Balcony","800 S Mattis Ave, Champaign, IL 61821",40.10811,-88.27632
,,,,,,,
508 W White_3b1.5b,3,1.5,800,,"508 W White St, Champaign, IL 61820",40.11457,-88.25102
,,,,,,,
2511 Leeper Dr_2b1b,2,1,730,Dishwasher,"2511 Leeper Dr, Champaign, IL 61822",40.08097,-88.27988
,,,,,,,
1862 Valley Rd_2b1b,2,1,900,,"1862 Valley Rd, Champaign, IL 61820",40.09625,-88.25015
,,,,,,,
2513 Leeper Dr_2b1b,2,1,740,"Washer/Dryer, Washer/Dryer Hookup, Dishwasher","2513 Leeper Dr, Champaign, IL 61822",40.08092,-88.2795
,,,,,,,
503 S Locust St_4b3b,4,3,4500,A/C,"503 S Locust St, Champaign, IL 61820",40.11213,-88.24038
,,,,,,,
25 E John St_4b4b,4,4,4800,"Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Refrigerator, Wood Flooring, Basement","25 E John St, Champaign, IL 61820",40.10877,-88.24131
,,,,,,,
1013 S 1st St_4b4b,4,4,5600,"Washer/Dryer, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement","1013 S 1st St, Champaign, IL 61820",40.10553,-88.23903
,,,,,,,
707 S 1st St_3b2b,3,2,2250,"Washer/Dryer, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring","707 S 1st St, Champaign, IL 61820",40.1094,-88.23892
,,,,,,,
101 E Chalmers St_5b4b,5,4,9000,"Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement","101 E Chalmers St, Champaign, IL 61820",40.10632,-88.23842
,,,,,,,
31 E John St_4b4b,4,4,4000,"Washer/Dryer, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement","31 E John St, Champaign, IL 61820",40.10881,-88.24068
,,,,,,,
33 E John St_4b4b,4,4,4950,"Washer/Dryer, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement","33 E John St, Champaign, IL 61820",40.10893,-88.24101
,,,,,,,
1004 S 1st St_4b4b,4,4,4900,"Washer/Dryer, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement","1004 S 1st St, Champaign, IL 61820",40.10614,-88.23842
,,,,,,,
407 S State St_0b1b,0,1,575,,"407 S State St, Champaign, IL 61820",40.1119,-88.24731
,,,,,,,
8 Colony W Dr_2b1.5b,2,1.5,975,,"8 Colony W Dr, Champaign, IL 61820",40.08554,-88.25679
,,,,,,,
310 Cedar St_2b1b,2,1,850,,"310 Cedar St, Champaign, IL 61820",40.09927,-88.24772
,,,,,,,
1314 Hedge Rd_2b1b,2,1,675,,"1314 Hedge Rd, Champaign, IL 61821",40.12933,-88.26861
,,,,,,,
601 Alabama Ave_2b1b,2,1,650,,"601 Alabama Ave, Champaign, IL 61820",40.12856,-88.25197
,,,,,,,
501 W Green St_3b1b,3,1,825,,"501 W Green St, Champaign, IL 61820",40.10991,-88.25031
,,,,,,,
609 S State St_3b2b,3,2,1350,"Washer/Dryer Hookup, Wired for Cable, Microwave, Stove, Refrigerator, Wood Flooring","609 S State St, Champaign, IL 61820",40.1093,-88.2471
,,,,,,,
1801 Lynwood Dr_2b1b,2,1,820,"Washer/Dryer Hookup, A/C, Wired for Cable, Stove, Refrigerator, Yard","1801 Lynwood Dr, Champaign, IL 61821",40.09417,-88.26028
,,,,,,,
919 W Harvard St_2b1b,2,1,625,"Washer/Dryer Hookup, Stove, Refrigerator","919 W Harvard St, Champaign, IL 61821",40.12354,-88.25994
,,,,,,,
1211 N Walnut St_2b1b,2,1,650,"Wired for Cable, Stove, Refrigerator","1211 N Walnut St, Champaign, IL 61820",40.12828,-88.24145
,,,,,,,
1604 Coronado Dr_1b1b,1,1,485,"A/C, Wired for Cable, Stove, Refrigerator, Wood Flooring","1604 Coronado Dr, Champaign, IL 61820",40.09755,-88.25311
,,,,,,,
1711 W John St_2b1b,2,1,615,"Wired for Cable, Stove, Refrigerator","1711 W John St, Champaign, IL 61821",40.10874,-88.27602
,,,,,,,
208 S Prospect Ave_3b1.5b,3,1.5,1200,"Washer/Dryer Hookup, A/C, Fireplace, Dishwasher, Microwave, Refrigerator, Wood Flooring","208 S Prospect Ave, Champaign, IL 61820",40.11471,-88.2575
,,,,,,,
1411 Greenbriar Dr_2b1b,2,1,720,"Washer/Dryer Hookup, A/C, Stove, Refrigerator, Wood Flooring","1411 Greenbriar Dr, Champaign, IL 61820",40.13002,-88.24754
,,,,,,,
304 Briar Ln_3b1b,3,1,840,"A/C, Stove, Refrigerator","304 Briar Ln, Champaign, IL 61820",40.13272,-88.24733
,,,,,,,
16 Colony W Dr_2b1.5b,2,1.5,975,"Swimming Pool, Washer/Dryer Hookup, A/C, Dishwasher, Stove, Refrigerator, Wood Flooring","16 Colony W Dr, Champaign, IL 61820",40.08505,-88.25646
,,,,,,,
709 Bethume Ct_4b1b,4,1,950,"Washer/Dryer Hookup, A/C, Stove, Refrigerator, Wood Flooring","709 Bethume Ct, Champaign, IL 61820",40.12836,-88.22772
,,,,,,,
310 Cedar St_1b1b,1,1,725,"A/C, Dishwasher, Stove, Refrigerator","310 Cedar St, Champaign, IL 61820",40.09927,-88.24772
,,,,,,,
824 W Harvard St_2b1b,2,1,725,"Wired for Cable, Stove, Refrigerator, Wood Flooring","824 W Harvard St, Champaign, IL 61820",40.12425,-88.25717
,,,,,,,
1902 Nancy Ct_2b1b,2,1,650,"A/C, Dishwasher, Stove, Refrigerator, Wood Flooring","1902 Nancy Ct, Champaign, IL 61822",40.08213,-88.27786
,,,,,,,
1709 W John St_2b1b,2,1,615,"Washer/Dryer Hookup, A/C, Stove, Refrigerator","1709 W John St, Champaign, IL 61821",40.10878,-88.27565
,,,,,,,
501 W Green St_1b1b,1,1,595,"Stove, Refrigerator","501 W Green St, Champaign, IL 61820",40.10991,-88.25031
,,,,,,,
1012 W Eureka St_4b1.5b,4,1.5,700,"A/C, Stove, Refrigerator, Wood Flooring","1012 W Eureka St, Champaign, IL 61821",40.12567,-88.26145
,,,,,,,
826 W Harvard St_2b1b,2,1,675,"Washer/Dryer Hookup, A/C, Wired for Cable, Stove, Refrigerator","826 W Harvard St, Champaign, IL 61820",40.12399,-88.2563
,,,,,,,
1901 Nancy Ct_2b1.5b,2,1.5,850,"A/C, Dishwasher, Stove, Refrigerator, Wood Flooring","1901 Nancy Ct, Champaign, IL 61822",40.0818,-88.27807
,,,,,,,
1901 Nancy Ct_2b1.5b,2,1.5,850,"Washer/Dryer Hookup, A/C, Dishwasher, Stove, Refrigerator, Wood Flooring","1901 Nancy Ct, Champaign, IL 61822",40.0818,-88.27807
,,,,,,,
609 W White St_2b1b,2,1,750,,"609 W White St, Champaign, IL 61820",40.1141,-88.25273
,,,,,,,
1601 Valley Rd_2b1b,2,1,725,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1601 Valley Rd, Champaign, IL 61820",40.09796,-88.24957
,,,,,,,
1809 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1809 Valley Rd, Champaign, IL 61820",40.09569,-88.24939
,,,,,,,
1786 Valley Rd_2b1.5b,2,1.5,925,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard","1786 Valley Rd, Champaign, IL 61820",40.09594,-88.24928
,,,,,,,
1815 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1815 Valley Rd, Champaign, IL 61820",40.09563,-88.24939
,,,,,,,
1703 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool","1703 Valley Rd, Champaign, IL 61820",40.09687,-88.2494
,,,,,,,
1616 Valley Rd_2b1.5b,2,1.5,900,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard","1616 Valley Rd, Champaign, IL 61820",40.09783,-88.24939
,,,,,,,
1605 Valley Rd_2b1b,2,1,750,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Wood Flooring","1605 Valley Rd, Champaign, IL 61820",40.09792,-88.24954
,,,,,,,
1723 Valley Rd_2b1b,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1723 Valley Rd, Champaign, IL 61820",40.09665,-88.2494
,,,,,,,
1811 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Dishwasher","1811 Valley Rd, Champaign, IL 61820",40.09567,-88.24939
,,,,,,,
1811 Valley Rd_2b1b,2,1,850,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool","1811 Valley Rd, Champaign, IL 61820",40.09567,-88.24939
,,,,,,,
1611 Valley Rd_2b1b,2,1,725,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1611 Valley Rd, Champaign, IL 61820",40.09787,-88.24952
,,,,,,,
1733 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Dishwasher, Stove, Refrigerator","1733 Valley Rd, Champaign, IL 61820",40.09654,-88.2494
,,,,,,,
1831 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Dishwasher, Stove, Refrigerator","1831 Valley Rd, Champaign, IL 61820",40.09545,-88.24939
,,,,,,,
1733 Valley Rd_2b1b,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Dishwasher","1733 Valley Rd, Champaign, IL 61820",40.09654,-88.2494
,,,,,,,
1626 Valley Rd_2b1.5b,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool","1626 Valley Rd, Champaign, IL 61820",40.09772,-88.24935
,,,,,,,
1676 Valley Rd_2b1.5b,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard","1676 Valley Rd, Champaign, IL 61820",40.09716,-88.24929
,,,,,,,
1603 Valley Rd_2b1b,2,1,750,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1603 Valley Rd, Champaign, IL 61820",40.09794,-88.24956
,,,,,,,
1823 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1823 Valley Rd, Champaign, IL 61820",40.09554,-88.24939
,,,,,,,
1703 Valley Rd_2b1b,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1703 Valley Rd, Champaign, IL 61820",40.09687,-88.2494
,,,,,,,
1622 Valley Rd_2b1.5b,2,1.5,900,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard","1622 Valley Rd, Champaign, IL 61820",40.09776,-88.24937
,,,,,,,
1609 Valley Rd_2b1b,2,1,700,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Stove, Refrigerator","1609 Valley Rd, Champaign, IL 61820",40.09789,-88.24953
,,,,,,,
1720 Valley Rd_2b1.5b,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, Microwave, Refrigerator, Yard","1720 Valley Rd, Champaign, IL 61820",40.09667,-88.24928
,,,,,,,
1605 Valley Rd_2b1b,2,1,775,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1605 Valley Rd, Champaign, IL 61820",40.09792,-88.24954
,,,,,,,
1735 Valley Rd_2b1b,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool","1735 Valley Rd, Champaign, IL 61820",40.09651,-88.2494
,,,,,,,
1650 Valley Rd_2b1.5b,2,1.5,900,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, Wired for Cable, Stove, Refrigerator, Yard","1650 Valley Rd, Champaign, IL 61820",40.09745,-88.2493
,,,,,,,
1609 Valley Rd_2b1b,2,1,775,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1609 Valley Rd, Champaign, IL 61820",40.09789,-88.24953
,,,,,,,
1613 Valley Rd_2b1b,2,1,725,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool","1613 Valley Rd, Champaign, IL 61820",40.09785,-88.24952
,,,,,,,
1718 Valley Rd_2b1.5b,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, Refrigerator, Yard","1718 Valley Rd, Champaign, IL 61820",40.09669,-88.24928
,,,,,,,
1656 Valley Rd_2b1.5b,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool","1656 Valley Rd, Champaign, IL 61820",40.09738,-88.24929
,,,,,,,
1732 Valley Rd_2b1.5b,2,1.5,900,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard","1732 Valley Rd, Champaign, IL 61820",40.09654,-88.24928
,,,,,,,
1711 Valley Rd_2b1b,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Dishwasher","1711 Valley Rd, Champaign, IL 61820",40.09678,-88.2494
,,,,,,,
1701 Valley Rd_2b1b,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator","1701 Valley Rd, Champaign, IL 61820",40.09689,-88.2494
,,,,,,,
1909 Joanne Ln_4b2b,4,2,1300,,"1909 Joanne Ln, Champaign, IL 61821",40.13606,-88.27215
,,,,,,,
610 S Edwin St_2b1b,2,1,1190,,"610 S Edwin St, Champaign, IL 61821",40.10942,-88.26575
,,,,,,,
56 E Healey St_1b1b,1,1,615,"A/C, Furnished","56 E Healey St, Champaign, IL 61820",40.11176,-88.23931
,,,,,,,
308 1/2 E Clark St_4b2.5b,4,2.5,750,"Washer/Dryer, A/C, Dishwasher, Furnished","308 1/2 E Clark St, Champaign, IL 61820",40.11565,-88.23439
,,,,,,,
305 E White St_3b1b,3,1,317,"A/C, Dishwasher, Furnished","305 E White St, Champaign, IL 61820",40.11414,-88.23469
,,,,,,,
308 1/2 E Clark St_8b5b,8,5,750,"Washer/Dryer, A/C, Dishwasher, Furnished","308 1/2 E Clark St, Champaign, IL 61820",40.11565,-88.23439
,,,,,,,
1118 N Northwood Dr N_4b2b,4,2,1000,,"1118 N Northwood Dr N, Champaign, IL 61821",40.12861,-88.26457
,,,,,,,
1706 Coronado Dr_3b1b,3,1,1225,,"1706 Coronado Dr, Champaign, IL 61820",40.0962,-88.2531
,,,,,,,
2600 W John St_3b2b,3,2,1300,A/C,"2600 W John St, Champaign, IL 61821",40.10985,-88.2891
,,,,,,,
909 W Daniel St_2b1b,2,1,1375,,"909 W Daniel St, Champaign, IL 61821",40.10784,-88.25867
,,,,,,,
2519 Leeper Dr_2b1.5b,2,1.5,795,,"2519 Leeper Dr, Champaign, IL 61822",40.08094,-88.27861
,,,,,,,
508 W Washington St_1b1b,1,1,750,,"508 W Washington St, Champaign, IL 61820",40.12047,-88.25102
,,,,,,,
508 W Washington_2b1b,2,1,750,,"508 W Washington St, Champaign, IL 61820",40.12047,-88.25102
,,,,,,,
1719 Westhaven Dr_3b1.5b,3,1.5,1000,,"1719 Westhaven Dr, Champaign, IL 61820",40.09565,-88.25266
,,,,,,,
2705 Dale Dr_3b1b,3,1,875,,"2705 Dale Dr, Champaign, IL 61821",40.14538,-88.27478
,,,,,,,
2005 S Mattis Ave_2b1b,2,1,820,,"2005 S Mattis Ave, Champaign, IL 61821",40.09024,-88.27646
,,,,,,,
1106 Maplepark Dr_3b2b,3,2,1280,,"1106 Maplepark Dr, Champaign, IL 61821",40.10421,-88.29407
,,,,,,,
305 E Clark_1b1b,1,1,510,,"305 E Clark St, Champaign, IL 61820",40.11534,-88.23517
,,,,,,,
306 W Washington_1b1b,1,1,650,,"306 W Washington St, Champaign, IL 61820",40.12047,-88.24759
,,,,,,,
305 E Clark_1b1b,1,1,535,,"305 E Clark St, Champaign, IL 61820",40.11534,-88.23517
,,,,,,,
311 W Columbia_2b2b,2,2,1195,,"311 W Columbia Ave, Champaign, IL 61820",40.12088,-88.24825
,,,,,,,
803 N Prospect_2b1b,2,1,790,,"803 N Prospect Ave, Champaign, IL 61820",40.1232,-88.25828
,,,,,,,
1913 Melrose Dr_2b1b,2,1,895,,"1913 Melrose Dr, Champaign, IL 61820",40.08623,-88.25323
,,,,,,,
1507 Harrington Dr_3b2b,3,2,1350,"A/C, Dishwasher","1507 Harrington Dr, Champaign, IL 61821",40.0867,-88.27023
,,,,,,,
2001 S Mattis Ave_2b1b,2,1,760,"A/C, Dishwasher","2001 S Mattis Ave, Champaign, IL 61821",40.09054,-88.2769
,,,,,,,
3733 Thornhill Cir_2b2b,2,2,1095,,"3733 Thornhill Cir, Champaign, IL 61822",40.1075,-88.3096
,,,,,,,
106 E John St_1b1b,1,1,645,,"106 E John St, Champaign, IL 61820",40.10935,-88.23798
,,,,,,,
1727 Lincoln Pl_2b1b,2,1,745,,"1727 Lincoln Pl, Champaign, IL 61821",40.09435,-88.26429
,,,,,,,
112 N Neil St_0b1b,0,1,945,,"112 N Neil St, Champaign, IL 61820",40.11692,-88.24346
,,,,,,,
308 N State St_1b1b,1,1,745,,"308 N State St, Champaign, IL 61820",40.11902,-88.2466
,,,,,,,
1901 Karen Ct_2b1b,2,1,650,,"1901 Karen Ct, Champaign, IL 61822",40.08303,-88.27844
,,,,,,,
2404 Leeper_2b1.5b,2,1.5,775,,"2404 Leeper Dr, Champaign, IL 61822",40.08298,-88.27939
,,,,,,,
2502 Myers Ct_1b1b,1,1,615,,"2502 Myers Ct, Champaign, IL 61822",40.08213,-88.27673
,,,,,,,
112 N Neil St_0b1b,0,1,945,,"112 N Neil St, Champaign, IL 61820",40.11692,-88.24346
,,,,,,,
1727 Lincoln Pl_2b1b,2,1,675,,"1727 Lincoln Pl, Champaign, IL 61821",40.09435,-88.26429
,,,,,,,
406 W Clark St_1b1b,1,1,675,,"406 W Clark St, Champaign, IL 61820",40.11558,-88.24916
,,,,,,,
308 N Prairie St_1b1b,1,1,795,,"308 N Prairie St, Champaign, IL 61820",40.11893,-88.24822
,,,,,,,
308 N State St_1b1b,1,1,725,,"308 N State St, Champaign, IL 61820",40.11902,-88.2466
,,,,,,,
108 E John St_1b1b,1,1,645,,"108 E John St, Champaign, IL 61820",40.10935,-88.23773
,,,,,,,
2521 Leeper Dr_2b1.5b,2,1.5,795,,"2521 Leeper Dr, Champaign, IL 61822",40.08094,-88.27829
,,,,,,,
1727 Lincoln Pl_2b1b,2,1,655,,"1727 Lincoln Pl, Champaign, IL 61821",40.09435,-88.26429
,,,,,,,
309 W Hill St_1b1b,1,1,895,,"309 W Hill St, Champaign, IL 61820",40.11893,-88.24798
,,,,,,,
308 N Prairie St_1b1b,1,1,950,,"308 N Prairie St, Champaign, IL 61820",40.11893,-88.24822
,,,,,,,
108 E John St_1b1b,1,1,795,,"108 E John St, Champaign, IL 61820",40.10935,-88.23773
,,,,,,,
112 N Neil St_1b1b,1,1,1175,,"112 N Neil St, Champaign, IL 61820",40.11692,-88.24346
,,,,,,,
