name,apt_rating,apt_contact,apt_image,cond_bed,cond_bath,cond_rent,cond_amen,name,addr_pin,addr_longi,addr_lati
310 E Chalmers St_2b1b,0,(217) 305-4613,https://image3.apartmentfinder.com/i2/dwi4P7SnH3iARxtNBhg_vSnpDvatRFMLI1qhQd0vWJI/117/310-e-chalmers-st-champaign-il-primary-photo.jpg,2,1,975,Self-Service Laundry,310 E Chalmers St_2b1b,"310 E Chalmers St, Champaign, IL 61820",40.10687,-88.23432
107 E Daniel St_4b2b,0,(217) 689-4464,https://image1.apartmentfinder.com/i2/FNl_p466vsXufrHiebKQd57UDdGlTY19RXgx-0ckfR8/117/107-e-daniel-st-champaign-il-primary-photo.jpg,4,2,1295,"Self-Service Laundry, Smoke Free, Furnished",107 E Daniel St_4b2b,"107 E Daniel St, Champaign, IL 61820",40.10763,-88.23772
107 S Wright St_3b1b,0,(844) 254-5392,https://image4.apartmentfinder.com/i2/iTIDe16CdmEbaHSZ94kygKusOtsO5SlNgPTH4vJSIu4/117/107-s-wright-st-champaign-il-primary-photo.jpg,3,1,1475,"Self-Service Laundry, Furnished",107 S Wright St_3b1b,"107 S Wright St, Champaign, IL 61820",40.11558,-88.22935
202 W Columbia Ave_1b1b,0,(217) 600-6278,https://image2.apartmentfinder.com/i2/VHDwnAx5vzT8NT02EmKUKd3bBrYUj0_uDThprpjDPj4/117/202-w-columbia-ave-champaign-il-primary-photo.jpg,1,1,849,"Self-Service Laundry, Smoke Free",202 W Columbia Ave_1b1b,"202 W Columbia Ave, Champaign, IL 61820",40.12147,-88.24571
801 S 4th St_2b1b,0,(217) 305-7720,https://image4.apartmentfinder.com/i2/BnDV6odRFplQgJJG3-Tlk2bXxwS48-BkXDntwwULLns/117/801-s-4th-st-champaign-il-primary-photo.jpg,2,1,1050,"Self-Service Laundry, Smoke Free, Furnished",801 S 4th St_2b1b,"801 S 4th St, Champaign, IL 61820",40.10878,-88.23377
1012 S 1st St_2b1b,0,(217) 305-7665,https://image2.apartmentfinder.com/i2/NeWDKt2F8T1qihc7OhZMKxDRSU6665-XmrLc20iwTl8/117/1012-s-1st-st-champaign-il-primary-photo.jpg,2,1,935,"Self-Service Laundry, Furnished",1012 S 1st St_2b1b,"1012 S 1st St, Champaign, IL 61820",40.10566,-88.23841
605 S 4th St_2b1b,0,(217) 600-6290,https://image1.apartmentfinder.com/i2/g1KB5YT1Yexj9bUENQzwdjFHmxCfpofo9FBv03yHRUE/117/605-s-4th-st-champaign-il-primary-photo.jpg,2,1,995,"Self-Service Laundry, Smoke Free, Furnished",605 S 4th St_2b1b,"605 S 4th St, Champaign, IL 61820",40.11105,-88.23393
107 S Wright St_5b2b,0,(217) 689-1347,https://image4.apartmentfinder.com/i2/s7wQXQbdAx6Tk3l8uyksmqhRhyZsk6QxYYnPZe1dIOg/117/107-s-wright-st-champaign-il-primary-photo.jpg,5,2,2299,"Self-Service Laundry, Smoke Free, Furnished",107 S Wright St_5b2b,"107 S Wright St, Champaign, IL 61820",40.11558,-88.22935
202 W Columbia Ave_2b1b,0,(217) 305-7079,https://image2.apartmentfinder.com/i2/QHWgXzZoKALr5qfO3QanGW511VtrpZhXiN28PqJ7cos/117/202-w-columbia-ave-champaign-il-primary-photo.jpg,2,1,1150,"Self-Service Laundry, Smoke Free",202 W Columbia Ave_2b1b,"202 W Columbia Ave, Champaign, IL 61820",40.12147,-88.24571
208 W Washington St_4b2b,0,(217) 305-7543,https://image1.apartmentfinder.com/i2/3eZTZcs1xOFLB6w4vkOKECiw3H7lNfPlTQ1IaLgZAOc/117/208-w-washington-st-champaign-il-primary-photo.jpg,4,2,1825,Washer/Dryer,208 W Washington St_4b2b,"208 W Washington St, Champaign, IL 61820",40.12048,-88.24613
1119 Plymouth Dr_2b2b,0,(217) 305-7655,https://image1.apartmentfinder.com/i2/ONPZUz0_q3fnYw_2L4uP6gzhfDFCixbQXAdEEgecTzM/117/1119-plymouth-dr-champaign-il-primary-photo.jpg,2,2,995,"Washer/Dryer, Stainless Steel Appliances, Walk-In Closets",1119 Plymouth Dr_2b2b,"1119 Plymouth Dr, Champaign, IL 61821",40.08403,-88.26424
1012 S 1st St_2b1b,0,(844) 298-5490,https://image1.apartmentfinder.com/i2/FTWklW9orQrGHnMF7m9Nu3awjmqzb7eFcND_ESULGfE/117/1012-s-1st-st-champaign-il-primary-photo.jpg,2,1,935,"Self-Service Laundry, Furnished",1012 S 1st St_2b1b,"1012 S 1st St, Champaign, IL 61820",40.10566,-88.23841
107 S Wright St_3b1b,0,(217) 689-1240,https://image1.apartmentfinder.com/i2/1FzNpS55FBU8-zHgiy9anzFQ3dJf5nbrlFA_AZF6FZI/117/107-s-wright-st-champaign-il-primary-photo.jpg,3,1,1475,"Self-Service Laundry, Smoke Free, Furnished",107 S Wright St_3b1b,"107 S Wright St, Champaign, IL 61820",40.11558,-88.22935
202 W Columbia Ave_2b1b,0,(217) 305-4381,https://image4.apartmentfinder.com/i2/U3ndM-jIEuLWCgE4UJeKKC9ZkwYthKkTr5Mg8u45F_s/117/202-w-columbia-ave-champaign-il-primary-photo.jpg,2,1,1125,Self-Service Laundry,202 W Columbia Ave_2b1b,"202 W Columbia Ave, Champaign, IL 61820",40.12147,-88.24571
310 E Chalmers St_2b1b,0,(217) 689-4219,https://image4.apartmentfinder.com/i2/BGMq7va-6M9wWeD9wOyi8GNtCqqiKuO8VFxOJO_-jfM/117/310-e-chalmers-st-champaign-il-primary-photo.jpg,2,1,1025,Self-Service Laundry,310 E Chalmers St_2b1b,"310 E Chalmers St, Champaign, IL 61820",40.10687,-88.23432
107 S Wright St_0b1b,0,(217) 318-0859,https://image4.apartmentfinder.com/i2/o6lukz5zcgu-BuHrNn9xdCI67u1hXqFjg0ifBwOGKzg/117/107-s-wright-st-champaign-il-primary-photo.jpg,0,1,621,"Self-Service Laundry, Furnished",107 S Wright St_0b1b,"107 S Wright St, Champaign, IL 61820",40.11558,-88.22935
202 W Columbia Ave_1b1b,0,(217) 689-1296,https://image4.apartmentfinder.com/i2/x6HFOq9a1iMKV7EvAc_NWXIVv5JKsT5AulCHYmrpRrE/117/202-w-columbia-ave-champaign-il-primary-photo.jpg,1,1,901,Self-Service Laundry,202 W Columbia Ave_1b1b,"202 W Columbia Ave, Champaign, IL 61820",40.12147,-88.24571
107 E Daniel St_4b2b,0,(217) 305-7411,https://image2.apartmentfinder.com/i2/QOqhzBpkvs44YeGsputEpsmiVvL_qKb9KT3ArCyF-tg/117/107-e-daniel-st-champaign-il-primary-photo.jpg,4,2,1295,Self-Service Laundry,107 E Daniel St_4b2b,"107 E Daniel St, Champaign, IL 61820",40.10763,-88.23772
107 E Daniel St_4b2b,0,(217) 866-0006,https://image2.apartmentfinder.com/i2/Y66boZf3X8qin9VdTUhZKUJAPt7YT4UhkAUoDR2PtCc/117/107-e-daniel-st-champaign-il-primary-photo.jpg,4,2,1295,"Self-Service Laundry, Furnished",107 E Daniel St_4b2b,"107 E Daniel St, Champaign, IL 61820",40.10763,-88.23772
107 E Daniel St_4b2b,0,(217) 305-4623,https://image3.apartmentfinder.com/i2/0kKD9a5Ugdrnb4BkLAIyzQvY27qGpj6W5MH91yqCgRI/117/107-e-daniel-st-champaign-il-primary-photo.jpg,4,2,1295,"Self-Service Laundry, Furnished",107 E Daniel St_4b2b,"107 E Daniel St, Champaign, IL 61820",40.10763,-88.23772
506 E White St_2b1b,0,(217) 689-1174,https://image1.apartmentfinder.com/i2/u2BmxVMt7YcjXwoqVC25vhV1pFQQuk05kQhICBv2CAg/117/506-e-white-st-champaign-il-primary-photo.jpg,2,1,1140,"Self-Service Laundry, Smoke Free, Furnished",506 E White St_2b1b,"506 E White St, Champaign, IL 61820",40.1147,-88.23138
506 E White St_3b1b,0,(844) 693-1378,https://image2.apartmentfinder.com/i2/F3BU1GMREe0vVkcY1KY8T3WWYYj3NZ445-o6q2N9wV0/117/506-e-white-st-champaign-il-primary-photo.jpg,3,1,1272,"Self-Service Laundry, Smoke Free, Furnished",506 E White St_3b1b,"506 E White St, Champaign, IL 61820",40.1147,-88.23138
805 S Locust St_4b1b,0,(844) 838-7376,https://image4.apartmentfinder.com/i2/XrN2-Lchn0vFpq8HuLdKVaMbtNzENVi-SeoA5Lo4sGk/117/805-s-locust-st-champaign-il-primary-photo.jpg,4,1,395,"Washer/Dryer Hookup, Smoke Free, Furnished",805 S Locust St_4b1b,"805 S Locust St, Champaign, IL 61820",40.10882,-88.24035
805 S Locust St_4b1b,0,(217) 305-4426,https://image2.apartmentfinder.com/i2/cIJkMMvFy1fv6UhUCWXcQQA-SQiQUJ621Yx6FyEHlwY/117/805-s-locust-st-champaign-il-primary-photo.jpg,4,1,395,"Washer/Dryer Hookup, Smoke Free, Furnished",805 S Locust St_4b1b,"805 S Locust St, Champaign, IL 61820",40.10882,-88.24035
750 Sedgegrass Dr_3b2.5b,0,(855) 830-0331,https://image3.apartmentfinder.com/i2/MbWjpYMixO5Wss4I8ME03Wpnw3Fwk1JBxWI6FuGZ5I8/117/750-sedgegrass-dr-champaign-il-primary-photo.jpg,3,2.5,1595,Washer/Dryer,750 Sedgegrass Dr_3b2.5b,"750 Sedgegrass Dr, Champaign, IL 61822",40.1237,-88.30617
2401 Clayton Blvd_1b1b,0,(217) 600-6282,https://image3.apartmentfinder.com/i2/yA0QMD0xWmqXVsNc5QRqepGBspYIHDRgoNAAnc3CpYY/117/2401-clayton-blvd-champaign-il-primary-photo.jpg,1,1,829,"Washer/Dryer, Furnished",2401 Clayton Blvd_1b1b,"2401 Clayton Blvd, Champaign, IL 61822",40.12712,-88.2865
1516 Stonebluff Ct_3b2.5b,0,(844) 359-8450,https://image1.apartmentfinder.com/i2/3dawc39KtsCvMwc93d45ySlGf17DfGt45G8tK1owFVE/117/1516-stonebluff-ct-champaign-il-primary-photo.jpg,3,2.5,1690,Washer/Dryer,1516 Stonebluff Ct_3b2.5b,"1516 Stonebluff Ct, Champaign, IL 61822",40.13383,-88.30283
2401 Clayton Blvd_0b1b,0,(217) 305-4560,https://image1.apartmentfinder.com/i2/8139nntadq1XteVcJ0YeT4MRtk5ZmtvZ6zOO9JTcYDI/117/2401-clayton-blvd-champaign-il-primary-photo.jpg,0,1,699,Washer/Dryer,2401 Clayton Blvd_0b1b,"2401 Clayton Blvd, Champaign, IL 61822",40.12712,-88.2865
756 Sedgegrass Dr_3b2.5b,0,(844) 867-4373,https://image3.apartmentfinder.com/i2/WT1Qz2CHmeTAgosZdz-3qE04GKO-rwirFz88H02LWA4/117/756-sedgegrass-dr-champaign-il-primary-photo.jpg,3,2.5,1595,Washer/Dryer,756 Sedgegrass Dr_3b2.5b,"756 Sedgegrass Dr, Champaign, IL 61822",40.12412,-88.30618
1518 Greyrock Ln_3b2.5b,0,(844) 337-6619,https://image2.apartmentfinder.com/i2/wgeGvc_qLEPd18BK3EYkETrfIhKElJPbVlGMSEEBYdM/117/1518-greyrock-ln-champaign-il-primary-photo.jpg,3,2.5,1690,Washer/Dryer,1518 Greyrock Ln_3b2.5b,"1518 Greyrock Ln, Champaign, IL 61822",40.13312,-88.30376
1404 Cobblestone Way_3b2.5b,0,(844) 340-4639,https://image2.apartmentfinder.com/i2/5_zDlq6LmsUuVwsw6SFpewkPQ-dvD0exbpoUn8N4xOs/117/1404-cobblestone-way-champaign-il-primary-photo.jpg,3,2.5,1690,Washer/Dryer,1404 Cobblestone Way_3b2.5b,"1404 Cobblestone Way, Champaign, IL 61822",40.13036,-88.30454
752 Sedgegrass Dr_3b2.5b,0,(855) 208-7162,https://image4.apartmentfinder.com/i2/PgCeXLOK0P89UA0e3eHGdHHBBsW1tYahmRl2o7Z0eCU/117/752-sedgegrass-dr-champaign-il-primary-photo.jpg,3,2.5,1595,Washer/Dryer,752 Sedgegrass Dr_3b2.5b,"752 Sedgegrass Dr, Champaign, IL 61822",40.12383,-88.30615
1515 W Kirby Ave_2b1.5b,0,(217) 305-7673,https://image2.apartmentfinder.com/i2/xyQ6sdDoyhTJXHZ9-NSzHLHgxwk84QdcjQhRfjUlNEw/117/1515-w-kirby-ave-champaign-il-primary-photo.jpg,2,1.5,699,Self-Service Laundry,1515 W Kirby Ave_2b1.5b,"1515 W Kirby Ave, Champaign, IL 61821",40.09819,-88.27151
1204 W Bradley Ave_3b1b,0,(217) 305-4105,https://image4.apartmentfinder.com/i2/PVJwvBotaerjwH90nNIl-jA9kaMjrAKYWyuKI2CqfaM/117/1204-w-bradley-ave-champaign-il-primary-photo.jpg,3,1,750,Washer/Dryer,1204 W Bradley Ave_3b1b,"1204 W Bradley Ave, Champaign, IL 61821",40.1275,-88.26565
2401 Clayton Blvd_2b2b,0,(217) 305-4221,https://image1.apartmentfinder.com/i2/TQLDyDyZGEjKDaiE8kCDxfk013jTvCZJiwT9cbbKufM/117/2401-clayton-blvd-champaign-il-primary-photo.jpg,2,2,1195,Washer/Dryer,2401 Clayton Blvd_2b2b,"2401 Clayton Blvd, Champaign, IL 61822",40.12712,-88.2865
410 E Park St_5b5b,0,(217) 318-3713,https://image2.apartmentfinder.com/i2/u-1x3f6Y5KnnXxc20VLFcOk5nBG1AXDRQ-e6zMvPIJY/117/410-e-park-st-champaign-il-primary-photo.jpg,5,5,1750,Washer/Dryer,410 E Park St_5b5b,"410 E Park St, Champaign, IL 61820",40.11764,-88.23257
1001 N Walnut St_4b3b,0,(217) 689-2571,https://image1.apartmentfinder.com/i2/vjRUotvI2LXt0PNkhcgDiBHDAqCF2OK0HHN91ciYsWg/117/1001-n-walnut-st-champaign-il-primary-photo.jpg,4,3,1200,Washer/Dryer,1001 N Walnut St_4b3b,"1001 N Walnut St, Champaign, IL 61820",40.1251,-88.24145
210 E Park St_4b3b,0,(217) 305-4430,https://image3.apartmentfinder.com/i2/Zsft-vIPkak_fd09zhOil2jFJp5Siy5GwWBkWYl7Fkg/117/210-e-park-st-champaign-il-primary-photo.jpg,4,3,1920,Washer/Dryer,210 E Park St_4b3b,"210 E Park St, Champaign, IL 61820",40.11762,-88.23589
1515 W Kirby Ave_2b1.5b,0,(217) 866-0021,https://image4.apartmentfinder.com/i2/atvpwfAFntTHzXWAQalvFgkpyjeIUGWhdvrwqRJnT1U/117/1515-w-kirby-ave-champaign-il-primary-photo.jpg,2,1.5,699,Self-Service Laundry,1515 W Kirby Ave_2b1.5b,"1515 W Kirby Ave, Champaign, IL 61821",40.09819,-88.27151
735 S Mattis Ave_3b1.5b,0,(217) 866-1074,https://image2.apartmentfinder.com/i2/Noft7gT8C-SacVoblwLxUH413APAWQX04okYSfTeTI0/117/735-s-mattis-ave-champaign-il-primary-photo.jpg,3,1.5,895,Washer/Dryer,735 S Mattis Ave_3b1.5b,"735 S Mattis Ave, Champaign, IL 61821",40.10865,-88.27672
622 W Clark St_2b1b,0,(217) 305-7956,https://image4.apartmentfinder.com/i2/fG8yvbRoR84UWB9Q8cG5llgV73Hco3PZbGopiUqPpIc/117/622-w-clark-st-champaign-il-primary-photo.jpg,2,1,795,Self-Service Laundry,622 W Clark St_2b1b,"622 W Clark St, Champaign, IL 61820",40.11557,-88.25404
1801 W John St_3b1.5b,0,(217) 600-6295,https://image1.apartmentfinder.com/i2/WsKlelKqjDZ_TR_RidbYcy8mpxMXeLSVAVYWVjj0vXU/117/1801-w-john-st-champaign-il-primary-photo.jpg,3,1.5,995,Washer/Dryer,1801 W John St_3b1.5b,"1801 W John St, Champaign, IL 61821",40.10897,-88.27685
116 N Walnut St_2b1b,0,(217) 318-3701,https://image2.apartmentfinder.com/i2/2qqIY4tXavHakTdlebI6K-X5z14AlfXHPwNhssB3t2E/117/116-n-walnut-st-champaign-il-primary-photo.jpg,2,1,1275,Washer/Dryer,116 N Walnut St_2b1b,"116 N Walnut St, Champaign, IL 61820",40.1167,-88.24244
2006 Parkdale Dr_3b1b,0,(217) 305-4369,https://image1.apartmentfinder.com/i2/R28-gK0qhQRi9lb12QnLz1Rn3QI0Mkm4Iyo-4JqJd10/117/2006-parkdale-dr-champaign-il-primary-photo.jpg,3,1,1015,Washer/Dryer,2006 Parkdale Dr_3b1b,"2006 Parkdale Dr, Champaign, IL 61821",40.09774,-88.28062
1831 Parkdale Dr_3b1.5b,0,(844) 654-1168,https://image4.apartmentfinder.com/i2/pfVYAXoL2QZ8D4nVrFVj4ALbf-XrOd8xCR_j0QG7fBk/117/1831-parkdale-dr-champaign-il-primary-photo.jpg,3,1.5,940,Washer/Dryer,1831 Parkdale Dr_3b1.5b,"1831 Parkdale Dr, Champaign, IL 61821",40.09725,-88.2797
1402 Myrtle Beach Ave_3b2.5b,0,(217) 305-7708,https://image3.apartmentfinder.com/i2/qYOjH8wmlZqdsbYPtsIT7nzUpUM70lx2T0taR1xoBOM/117/1402-myrtle-beach-ave-champaign-il-primary-photo.jpg,3,2.5,1690,"Washer/Dryer Hookup, Smoke Free",1402 Myrtle Beach Ave_3b2.5b,"1402 Myrtle Beach Ave, Champaign, IL 61822",40.09032,-88.32143
1106 Hickory St_4b2.5b,0,(217) 689-2362,https://image3.apartmentfinder.com/i2/wVQwNdrgtLqfIyKV7C39hec4UQJh0vwQft7WHRX4eY8/117/1106-hickory-st-champaign-il-primary-photo.jpg,4,2.5,1050,Washer/Dryer,1106 Hickory St_4b2.5b,"1106 Hickory St, Champaign, IL 61820",40.12645,-88.24197
2405 Lawndale Dr_3b1b,0,(217) 305-7685,https://image3.apartmentfinder.com/i2/OOx2AsGQLd44IX41wPOUqB7NRC-aBdsv27iztzTXOWE/117/2405-lawndale-dr-champaign-il-primary-photo.jpg,3,1,1095,"Washer/Dryer Hookup, Smoke Free",2405 Lawndale Dr_3b1b,"2405 Lawndale Dr, Champaign, IL 61821",40.09892,-88.28651
1513 W Kirby Ave_3b1.5b,0,(217) 305-4410,https://image1.apartmentfinder.com/i2/yXQyX5KlvSqxM--qrxQ_7WzsYNhMIWo3U1ob9eJ907g/117/1513-w-kirby-ave-champaign-il-primary-photo.jpg,3,1.5,799,Self-Service Laundry,1513 W Kirby Ave_3b1.5b,"1513 W Kirby Ave, Champaign, IL 61821",40.09757,-88.27126
1406 Bluegrass Ln_4b2.5b,0,(217) 305-7734,https://image3.apartmentfinder.com/i2/jd8HpTHuRYOHDIP0m-L7MQPOB_umIB32nCroFHDU1bE/117/1406-bluegrass-ln-champaign-il-primary-photo.jpg,4,2.5,1225,"Washer/Dryer, Fireplace, Kitchen, Wood Flooring, Basement, Yard",1406 Bluegrass Ln_4b2.5b,"1406 Bluegrass Ln, Champaign, IL 61822",40.13019,-88.30853
503 E Springfield Ave_1b1b,0,(855) 543-6055,https://image4.apartmentfinder.com/i2/QgRhJHIJRBT_8_-I6BXI_D7dHDOOPaCN1K-XPawtYo0/117/503-e-springfield-ave-champaign-il-street-view.jpg,1,1,790,"Washer/Dryer, Wheelchair Accessible, Furnished",503 E Springfield Ave_1b1b,"503 E Springfield Ave, Champaign, IL 61820",40.11238,-88.23161
507 W Kirby Ave_5b1.5b,0,(217) 318-0970,https://image3.apartmentfinder.com/i2/BZ5uB2GCMDyNz35j9g3xv5hcPB0kAvFc0ihm4bbhZqk/117/507-w-kirby-ave-champaign-il-dining-room.jpg,5,1.5,1900,"Furnished Apartments, Washer/Dryer, Smoke Free",507 W Kirby Ave_5b1.5b,"507 W Kirby Ave, Champaign, IL 61820",40.09785,-88.25059
503 E Springfield Ave_2b2b,0,(855) 556-2417,https://image1.apartmentfinder.com/i2/jt6wg56UXfmc1ZgBtnCRoOcmN-Z-N5X31BhEP9vRodw/117/503-e-springfield-ave-champaign-il-street-view.jpg,2,2,1198,"Washer/Dryer, Furnished",503 E Springfield Ave_2b2b,"503 E Springfield Ave, Champaign, IL 61820",40.11238,-88.23161
1615 Bassett Ln_4b3.5b,0,(844) 214-0107,https://image3.apartmentfinder.com/i2/UVD_tco6bCl3D_rieaqcL9SmXRgWKlChnWfjLWKmkKE/117/1615-bassett-ln-champaign-il-primary-photo.jpg,4,3.5,1700,Washer/Dryer,1615 Bassett Ln_4b3.5b,"1615 Bassett Ln, Champaign, IL 61821",40.08397,-88.27294
1308 Grandview Dr_1b1b,0,(217) 318-0920,https://image4.apartmentfinder.com/i2/GAJZgNjm5X5j6a1odZgD438op_2upbipwgMMLgGgMV0/117/1308-grandview-dr-champaign-il-primary-photo.jpg,1,1,635,Self-Service Laundry,1308 Grandview Dr_1b1b,"1308 Grandview Dr, Champaign, IL 61820",40.10154,-88.25011
207 E Healey St_1b1b,0,(217) 305-4083,https://image2.apartmentfinder.com/i2/Er2QiZVrtNvJscVJL_ZrNuxdewE9AKR9Id93-7ZH7JU/117/207-e-healey-st-champaign-il-primary-photo.jpg,1,1,465,"Smoke Free, Furnished",207 E Healey St_1b1b,"207 E Healey St, Champaign, IL 61820",40.11119,-88.23595
107 E John St_1b1b,0,(217) 305-7376,https://image3.apartmentfinder.com/i2/BDYaNvQUp1gYKOQepw8S5eUndV8hNInL2xFyIjdTxdQ/117/107-e-john-st-champaign-il-primary-photo.jpg,1,1,565,"Self-Service Laundry, Furnished",107 E John St_1b1b,"107 E John St, Champaign, IL 61820",40.10875,-88.23774
105 E John St_1b1b,0,(844) 437-8787,https://image2.apartmentfinder.com/i2/hcDmCmAmJqoH86z5r9hZOx3iu26kvymnSdb-eRxhllA/117/105-e-john-st-champaign-il-primary-photo.jpg,1,1,645,"Self-Service Laundry, Smoke Free, Furnished",105 E John St_1b1b,"105 E John St, Champaign, IL 61820",40.10875,-88.23798
110 E John St_1b1b,0,(844) 848-9566,https://image2.apartmentfinder.com/i2/r7ZZmSYiorctxSVMERUWbAdupkOx5Gw64APVWpArfzg/117/110-e-john-st-champaign-il-primary-photo.jpg,1,1,715,"Washer/Dryer, Smoke Free, Furnished",110 E John St_1b1b,"110 E John St, Champaign, IL 61820",40.10934,-88.23752
57 E Healey St_0b1b,0,(888) 834-9231,https://image1.apartmentfinder.com/i2/qL9OtQUzjxmiSnIiH_ARUcsL3K4SczLc78j16IyGvJQ/117/57-e-healey-st-champaign-il-primary-photo.jpg,0,1,495,"Self-Service Laundry, Smoke Free, Furnished",57 E Healey St_0b1b,"57 E Healey St, Champaign, IL 61820",40.11113,-88.23935
1308 Grandview Dr_1b1b,0,(217) 318-0656,https://image1.apartmentfinder.com/i2/cLgvTgpFyiIimJy_zH1QtRLquuQzbNqnb0DDmT4_3iI/117/1308-grandview-dr-champaign-il-primary-photo.jpg,1,1,605,Washer/Dryer,1308 Grandview Dr_1b1b,"1308 Grandview Dr, Champaign, IL 61820",40.10154,-88.25011
1407 Rosewood Dr_3b1b,0,(844) 286-0761,https://image4.apartmentfinder.com/i2/0P15FOa8jdzLMoAQROnot62DCaM2NnCn_ez1tH_RRQ4/117/1407-rosewood-dr-champaign-il-primary-photo.jpg,3,1,1065,"Washer/Dryer, Smoke Free",1407 Rosewood Dr_3b1b,"1407 Rosewood Dr, Champaign, IL 61821",40.10024,-88.27891
502 E Springfield Ave_3b2.5b,0,(217) 689-1159,https://image2.apartmentfinder.com/i2/kxgfSsiTpu__YGGRZPxWL6f2HnKRAREMpAs6yqN_AVA/117/502-e-springfield-ave-champaign-il-primary-photo.jpg,3,2.5,1575,"Washer/Dryer, Furnished",502 E Springfield Ave_3b2.5b,"502 E Springfield Ave, Champaign, IL 61820",40.11287,-88.23186
305 Birch St_1b1b,0,(217) 903-5112,https://image4.apartmentfinder.com/i2/nEKc9sE-3fr6naCC-lhxbUn7nefbewTkOQwQ4TP071A/117/305-birch-st-champaign-il-primary-photo.jpg,1,1,650,Self-Service Laundry,305 Birch St_1b1b,"305 Birch St, Champaign, IL 61820",40.09964,-88.24725
301 S 4th St_2b2b,0,(855) 556-2418,https://image4.apartmentfinder.com/i2/kAjCRskXCvByZjGe4I5zJ9Nn3pCNBc9INzt54nIFyFI/117/301-s-4th-st-champaign-il-street-view.jpg,2,2,1140,"Washer/Dryer, Furnished",301 S 4th St_2b2b,"301 S 4th St, Champaign, IL 61820",40.11415,-88.23375
307 Birch St_1b1b,0,(217) 318-0919,https://image3.apartmentfinder.com/i2/mwpI0vzDqZv1FTn5SJNgsQ7fSsjQz7htqJHn2bxbme8/117/307-birch-st-champaign-il-primary-photo.jpg,1,1,595,Self-Service Laundry,307 Birch St_1b1b,"307 Birch St, Champaign, IL 61820",40.09964,-88.24772
1208 S Elm Blvd_2b1b,0,(844) 276-9387,https://image4.apartmentfinder.com/i2/hDctOqjXLVHlvSTD3wIRVOtX7DbdqKfnBDsYeR7AiEI/117/1208-s-elm-blvd-champaign-il-great-corner-lot.jpg,2,1,905,Washer/Dryer Hookup,1208 S Elm Blvd_2b1b,"1208 S Elm Blvd, Champaign, IL 61820",40.10251,-88.25011
310 Avondale Ave_2b1b,0,(217) 305-7816,https://image2.apartmentfinder.com/i2/GHOZXo-GHx09AkmB20hA7Yken-55wmdkMmWCnPyCdFI/117/310-avondale-ave-champaign-il-street-view.jpg,2,1,975,Washer/Dryer Hookup,310 Avondale Ave_2b1b,"310 Avondale Ave, Champaign, IL 61820",40.1035,-88.24774
502 E Springfield Ave_3b2.5b,0,(217) 305-4338,https://image3.apartmentfinder.com/i2/BAuEUeR5a6LSp9PghfNbhJp7HCHL8SPdo4WDZS3EHwk/117/502-e-springfield-ave-champaign-il-primary-photo.jpg,3,2.5,1770,"Washer/Dryer, Furnished",502 E Springfield Ave_3b2.5b,"502 E Springfield Ave, Champaign, IL 61820",40.11287,-88.23186
502 E Springfield Ave_3b2b,0,(217) 305-7656,https://image1.apartmentfinder.com/i2/36_VLs5OiXzz7prISMVIfm8UBAbM25NYFznxyiVAkRk/117/502-e-springfield-ave-champaign-il-502-e-springfield-champaign.jpg,3,2,1575,"Washer/Dryer, Wheelchair Accessible, Furnished",502 E Springfield Ave_3b2b,"502 E Springfield Ave, Champaign, IL 61820",40.11287,-88.23186
2606 Sheridan Dr_3b2b,0,(855) 491-0660,https://image4.apartmentfinder.com/i2/5OWXPKQ6OyWw6IwNHtSL8_FdEhCzWufIuLq1E5_yz3g/117/2606-sheridan-dr-champaign-il-primary-photo.jpg,3,2,1075,Washer/Dryer,2606 Sheridan Dr_3b2b,"2606 Sheridan Dr, Champaign, IL 61821",40.10552,-88.28954
501 Mitchell Ct_1b1b,0,(217) 305-7812,https://image3.apartmentfinder.com/i2/5R9qKr5R6F83QcnHivi2GwyRdd3zd9_WvMxnWdzAFSw/117/501-mitchell-ct-champaign-il-primary-photo.jpg,1,1,570,Self-Service Laundry,501 Mitchell Ct_1b1b,"501 Mitchell Ct, Champaign, IL 61821",40.11096,-88.29152
502 E Springfield Ave_3b2.5b,0,(217) 305-7753,https://image1.apartmentfinder.com/i2/54wEqBQTqa4u9nOfxyFCBFKZKkuTDpjXtOBdOqRCIXg/117/502-e-springfield-ave-champaign-il-primary-photo.jpg,3,2.5,1575,"Washer/Dryer, Furnished",502 E Springfield Ave_3b2.5b,"502 E Springfield Ave, Champaign, IL 61820",40.11287,-88.23186
305 Birch St_1b1b,0,(217) 305-7787,https://image2.apartmentfinder.com/i2/qIsLmaGDJw4hYowmOgqFbIKYzBB2J3YnwHnFUdnM5yQ/117/305-birch-st-champaign-il-primary-photo.jpg,1,1,650,Self-Service Laundry,305 Birch St_1b1b,"305 Birch St, Champaign, IL 61820",40.09964,-88.24725
311 Birch St_1b1b,0,(217) 305-7525,https://image2.apartmentfinder.com/i2/bEajvcpLvWjBH38VnICBdGUq2C2qZlE03qybJ6GVpx8/117/311-birch-st-champaign-il-primary-photo.jpg,1,1,565,"Self-Service Laundry, Recycling Program",311 Birch St_1b1b,"311 Birch St, Champaign, IL 61820",40.09989,-88.2469
