name,cond_bed,cond_bath,cond_rent,cond_amen,addr_pin,addr_longi,addr_lati,apt_rating,apt_contact,apt_image
Wellington Place Apartments_3b1.5b,3,1.5,1100,"Fiber Optic Internet for $25 Monthly Fee, Free Golf Membership At Legends For 2017, Washer/Dryer Hook-Ups in All Town Homes, Washer/Dryer in all 1 & 2 bedroom Units, On-Site Maintenance, On-Site Property Manager, Spanish-Speaking, Available 24/7, Recycling Program, Fitness Center, Cardio Machines, Free Weight Equipment, Weightlifting Equipment, High Speed Internet, Washer/Dryer, Washer/Dryer Hookup, A/C, Heating, Ceiling Fans, Wired for Cable, Storage Units, Bathtub/Shower, Fireplace, Dishwasher, Garbage Disposal, Pantry, Kitchen with Island, Dine-In Kitchen, Kitchen, Microwave, Oven, Stove, Refrigerator, Carpeting, Basement, Vaulted Ceiling, Linen Closet, Energy-Efficient Windows, Balcony, Patio","902 Newcastle Dr, Champaign, IL 61822",40.12657,-88.29662,5,(217) 305-7370,https://image1.apartmentfinder.com/i2/2SG0vMWMd-u4OG2knzLzJOvscIvSObVIjH0C0xjDXmo/118/wellington-place-apartments-champaign-il-primary-photo.jpg
,,,,,,,,,,
"Hessel Park Centre Apts - JSJ, INC_2b1b",2,1,925,"1/2 block from Hessel Park, Basic cable/internet included in rent, Free cable/internet, Fully furnished apartments, Heating, Key Entry Building, New carpet/leather furniture in Aug '15, Owner pays basic cable/internet & garbag, Spacious, pet friendly and smoke free, Washer and dryer in each unit, Controlled Access, Available 24/7, High Speed Internet, Washer/Dryer, A/C, Heating, Smoke Free, Wired for Cable, Storage Units, Bathtub/Shower, Banisters, Intercom System, Sprinkler System, Wheelchair Accessible, Dishwasher, Garbage Disposal, Pantry, Kitchen, Microwave, Oven, Stove, Refrigerator, Wood Flooring, Carpeting, Vinyl Flooring, Dining Area, Basement, Office, Den, Attic Space, Built-In Bookshelves, Furnished, Energy-Efficient Windows, Window Coverings, Accent Walls, Balcony, Patio, Porch, Yard, Lawn","1407 S State St, Champaign, IL 61820",40.0993,-88.24716,3,(217) 305-7672,https://image4.apartmentfinder.com/i2/PKirzFmoJTYfzty3YVmEhAXbzRkURDXHqIL6SuLy0Lw/118/hessel-park-centre-apts---jsj-inc-champaign-il-primary-photo.jpg
,,,,,,,,,,
Carisbrooke Apartments_2b1.5b,2,1.5,825,"Across the Street From Marketplace Mall, Lake View Apartments Available, Vaulted Ceilings, On-Site Maintenance, On-Site Property Manager, Lounge, Sundeck, Access to Lake, Fitness Center, Swimming Pool, High Speed Internet, Washer/Dryer, A/C, Ceiling Fans, Smoke Free, Wired for Cable, Satellite TV, Fireplace, Wheelchair Accessible, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Carpeting, Room with Views","2407 Hampshire Dr, Champaign, IL 61820",40.14497,-88.24632,5,(217) 305-7714,https://image1.apartmentfinder.com/i2/a8JXSJRoPfaFSV4GELGP4SzUYGZ1cq4nIMpTmScMnRQ/118/carisbrooke-apartments-champaign-il-primary-photo.jpg
,,,,,,,,,,
1702 Maynard Dr_3b1.5b,3,1.5,975,"Washer/Dryer Hookup, Smoke Free","1702 Maynard Dr, Champaign, IL 61822",40.09698,-88.2978,0,(217) 643-8018,0
,,,,,,,,,,
611 Crescent Dr_1b1b,1,1,650,"Self-Service Laundry, Smoke Free","611 Crescent Dr, Champaign, IL 61821",40.11008,-88.28139,0,(217) 305-7742,0
,,,,,,,,,,
210 W Washington St_4b2b,4,2,1225,"Washer/Dryer, Smoke Free","210 W Washington St, Champaign, IL 61820",40.12048,-88.24633,0,(844) 408-8659,0
,,,,,,,,,,
308 E Clark St_4b2b,4,2,2295,"Washer/Dryer, Smoke Free, Furnished","308 E Clark St, Champaign, IL 61820",40.11564,-88.23451,0,(217) 305-7117,0
,,,,,,,,,,
1119 Plymouth Dr_1b1b,1,1,795,"Washer/Dryer, Smoke Free","1119 Plymouth Dr, Champaign, IL 61821",40.08403,-88.26424,0,(217) 305-7761,0
,,,,,,,,,,
703 W Park Ave_1b1b,1,1,575,,"703 W Park Ave, Champaign, IL 61820",40.11697,-88.25467,0,(217) 305-7107,0
,,,,,,,,,,
605 S 4th St_0b1b,0,1,595,Self-Service Laundry,"605 S 4th St, Champaign, IL 61820",40.11105,-88.23393,0,(217) 689-0959,0
,,,,,,,,,,
310 E Chalmers St_2b1b,2,1,975,Self-Service Laundry,"310 E Chalmers St, Champaign, IL 61820",40.10687,-88.23432,0,(217) 305-4613,0
,,,,,,,,,,
107 E Daniel St_4b2b,4,2,1295,"Self-Service Laundry, Smoke Free, Furnished","107 E Daniel St, Champaign, IL 61820",40.10763,-88.23772,0,(217) 689-4464,0
,,,,,,,,,,
107 S Wright St_3b1b,3,1,1475,"Self-Service Laundry, Furnished","107 S Wright St, Champaign, IL 61820",40.11558,-88.22935,0,(844) 254-5392,0
,,,,,,,,,,
202 W Columbia Ave_1b1b,1,1,849,"Self-Service Laundry, Smoke Free","202 W Columbia Ave, Champaign, IL 61820",40.12147,-88.24571,0,(217) 600-6278,0
,,,,,,,,,,
801 S 4th St_2b1b,2,1,1050,"Self-Service Laundry, Smoke Free, Furnished","801 S 4th St, Champaign, IL 61820",40.10878,-88.23377,0,(217) 305-7720,0
,,,,,,,,,,
1010 S 1st St_1b1b,1,1,695,,"1010 S 1st St, Champaign, IL 61820",40.10596,-88.23828,0,(217) 689-1499,0
,,,,,,,,,,
1012 S 1st St_2b1b,2,1,935,"Self-Service Laundry, Furnished","1012 S 1st St, Champaign, IL 61820",40.10566,-88.23841,0,(217) 305-7665,0
,,,,,,,,,,
605 S 4th St_2b1b,2,1,995,"Self-Service Laundry, Smoke Free, Furnished","605 S 4th St, Champaign, IL 61820",40.11105,-88.23393,0,(217) 600-6290,0
,,,,,,,,,,
107 S Wright St_5b2b,5,2,2299,"Self-Service Laundry, Smoke Free, Furnished","107 S Wright St, Champaign, IL 61820",40.11558,-88.22935,0,(217) 689-1347,0
,,,,,,,,,,
202 W Columbia Ave_2b1b,2,1,1150,"Self-Service Laundry, Smoke Free","202 W Columbia Ave, Champaign, IL 61820",40.12147,-88.24571,0,(217) 305-7079,0
,,,,,,,,,,
208 W Washington St_4b2b,4,2,1825,Washer/Dryer,"208 W Washington St, Champaign, IL 61820",40.12048,-88.24613,0,(217) 305-7543,0
,,,,,,,,,,
310 E Chalmers St_1b1b,1,1,695,,"310 E Chalmers St, Champaign, IL 61820",40.10687,-88.23432,0,(217) 689-1389,0
,,,,,,,,,,
1119 Plymouth Dr_2b2b,2,2,995,"Washer/Dryer, Stainless Steel Appliances, Walk-In Closets","1119 Plymouth Dr, Champaign, IL 61821",40.08403,-88.26424,0,(217) 305-7655,0
,,,,,,,,,,
1012 S 1st St_2b1b,2,1,935,"Self-Service Laundry, Furnished","1012 S 1st St, Champaign, IL 61820",40.10566,-88.23841,0,(844) 298-5490,0
,,,,,,,,,,
107 S Wright St_3b1b,3,1,1475,"Self-Service Laundry, Smoke Free, Furnished","107 S Wright St, Champaign, IL 61820",40.11558,-88.22935,0,(217) 689-1240,0
,,,,,,,,,,
202 W Columbia Ave_2b1b,2,1,1125,Self-Service Laundry,"202 W Columbia Ave, Champaign, IL 61820",40.12147,-88.24571,0,(217) 305-4381,0
,,,,,,,,,,
1010 S 1st St_1b1b,1,1,695,,"1010 S 1st St, Champaign, IL 61820",40.10596,-88.23828,0,(217) 305-4069,0
,,,,,,,,,,
310 E Chalmers St_2b1b,2,1,1025,Self-Service Laundry,"310 E Chalmers St, Champaign, IL 61820",40.10687,-88.23432,0,(217) 689-4219,0
,,,,,,,,,,
107 S Wright St_0b1b,0,1,621,"Self-Service Laundry, Furnished","107 S Wright St, Champaign, IL 61820",40.11558,-88.22935,0,(217) 318-0859,0
,,,,,,,,,,
202 W Columbia Ave_1b1b,1,1,901,Self-Service Laundry,"202 W Columbia Ave, Champaign, IL 61820",40.12147,-88.24571,0,(217) 689-1296,0
,,,,,,,,,,
107 E Daniel St_4b2b,4,2,1295,Self-Service Laundry,"107 E Daniel St, Champaign, IL 61820",40.10763,-88.23772,0,(217) 305-7411,0
,,,,,,,,,,
107 E Daniel St_4b2b,4,2,1295,"Self-Service Laundry, Furnished","107 E Daniel St, Champaign, IL 61820",40.10763,-88.23772,0,(217) 866-0006,0
,,,,,,,,,,
107 E Daniel St_4b2b,4,2,1295,"Self-Service Laundry, Furnished","107 E Daniel St, Champaign, IL 61820",40.10763,-88.23772,0,(217) 305-4623,0
,,,,,,,,,,
506 E White St_2b1b,2,1,1140,"Self-Service Laundry, Smoke Free, Furnished","506 E White St, Champaign, IL 61820",40.1147,-88.23138,0,(217) 689-1174,0
,,,,,,,,,,
506 E White St_3b1b,3,1,1272,"Self-Service Laundry, Smoke Free, Furnished","506 E White St, Champaign, IL 61820",40.1147,-88.23138,0,(844) 693-1378,0
,,,,,,,,,,
805 S Locust St_4b1b,4,1,395,"Washer/Dryer Hookup, Smoke Free, Furnished","805 S Locust St, Champaign, IL 61820",40.10882,-88.24035,0,(844) 838-7376,0
,,,,,,,,,,
805 S Locust St_4b1b,4,1,395,"Washer/Dryer Hookup, Smoke Free, Furnished","805 S Locust St, Champaign, IL 61820",40.10882,-88.24035,0,(217) 305-4426,0
,,,,,,,,,,
750 Sedgegrass Dr_3b2.5b,3,2.5,1595,Washer/Dryer,"750 Sedgegrass Dr, Champaign, IL 61822",40.1237,-88.30617,0,(855) 830-0331,0
,,,,,,,,,,
2401 Clayton Blvd_1b1b,1,1,829,"Washer/Dryer, Furnished","2401 Clayton Blvd, Champaign, IL 61822",40.12712,-88.2865,0,(217) 600-6282,0
,,,,,,,,,,
1516 Stonebluff Ct_3b2.5b,3,2.5,1690,Washer/Dryer,"1516 Stonebluff Ct, Champaign, IL 61822",40.13383,-88.30283,0,(844) 359-8450,0
,,,,,,,,,,
2401 Clayton Blvd_0b1b,0,1,699,Washer/Dryer,"2401 Clayton Blvd, Champaign, IL 61822",40.12712,-88.2865,0,(217) 305-4560,0
,,,,,,,,,,
756 Sedgegrass Dr_3b2.5b,3,2.5,1595,Washer/Dryer,"756 Sedgegrass Dr, Champaign, IL 61822",40.12412,-88.30618,0,(844) 867-4373,0
,,,,,,,,,,
1518 Greyrock Ln_3b2.5b,3,2.5,1690,Washer/Dryer,"1518 Greyrock Ln, Champaign, IL 61822",40.13312,-88.30376,0,(844) 337-6619,0
,,,,,,,,,,
1404 Cobblestone Way_3b2.5b,3,2.5,1690,Washer/Dryer,"1404 Cobblestone Way, Champaign, IL 61822",40.13036,-88.30454,0,(844) 340-4639,0
,,,,,,,,,,
752 Sedgegrass Dr_3b2.5b,3,2.5,1595,Washer/Dryer,"752 Sedgegrass Dr, Champaign, IL 61822",40.12383,-88.30615,0,(855) 208-7162,0
,,,,,,,,,,
1515 W Kirby Ave_2b1.5b,2,1.5,699,Self-Service Laundry,"1515 W Kirby Ave, Champaign, IL 61821",40.09819,-88.27151,0,(217) 305-7673,0
,,,,,,,,,,
1204 W Bradley Ave_3b1b,3,1,750,Washer/Dryer,"1204 W Bradley Ave, Champaign, IL 61821",40.1275,-88.26565,0,(217) 305-4105,0
,,,,,,,,,,
2401 Clayton Blvd_2b2b,2,2,1195,Washer/Dryer,"2401 Clayton Blvd, Champaign, IL 61822",40.12712,-88.2865,0,(217) 305-4221,0
,,,,,,,,,,
410 E Park St_5b5b,5,5,1750,Washer/Dryer,"410 E Park St, Champaign, IL 61820",40.11764,-88.23257,0,(217) 318-3713,0
,,,,,,,,,,
1001 N Walnut St_4b3b,4,3,1200,Washer/Dryer,"1001 N Walnut St, Champaign, IL 61820",40.1251,-88.24145,0,(217) 689-2571,0
,,,,,,,,,,
210 E Park St_4b3b,4,3,1920,Washer/Dryer,"210 E Park St, Champaign, IL 61820",40.11762,-88.23589,0,(217) 305-4430,0
,,,,,,,,,,
1515 W Kirby Ave_2b1.5b,2,1.5,699,Self-Service Laundry,"1515 W Kirby Ave, Champaign, IL 61821",40.09819,-88.27151,0,(217) 866-0021,0
,,,,,,,,,,
735 S Mattis Ave_3b1.5b,3,1.5,895,Washer/Dryer,"735 S Mattis Ave, Champaign, IL 61821",40.10865,-88.27672,0,(217) 866-1074,0
,,,,,,,,,,
622 W Clark St_2b1b,2,1,795,Self-Service Laundry,"622 W Clark St, Champaign, IL 61820",40.11557,-88.25404,0,(217) 305-7956,0
,,,,,,,,,,
1801 W John St_3b1.5b,3,1.5,995,Washer/Dryer,"1801 W John St, Champaign, IL 61821",40.10897,-88.27685,0,(217) 600-6295,0
,,,,,,,,,,
116 N Walnut St_2b1b,2,1,1275,Washer/Dryer,"116 N Walnut St, Champaign, IL 61820",40.1167,-88.24244,0,(217) 318-3701,0
,,,,,,,,,,
2006 Parkdale Dr_3b1b,3,1,1015,Washer/Dryer,"2006 Parkdale Dr, Champaign, IL 61821",40.09774,-88.28062,0,(217) 305-4369,0
,,,,,,,,,,
1831 Parkdale Dr_3b1.5b,3,1.5,940,Washer/Dryer,"1831 Parkdale Dr, Champaign, IL 61821",40.09725,-88.2797,0,(844) 654-1168,0
,,,,,,,,,,
1402 Myrtle Beach Ave_3b2.5b,3,2.5,1690,"Washer/Dryer Hookup, Smoke Free","1402 Myrtle Beach Ave, Champaign, IL 61822",40.09032,-88.32143,0,(217) 305-7708,0
,,,,,,,,,,
1106 Hickory St_4b2.5b,4,2.5,1050,Washer/Dryer,"1106 Hickory St, Champaign, IL 61820",40.12645,-88.24197,0,(217) 689-2362,0
,,,,,,,,,,
2405 Lawndale Dr_3b1b,3,1,1095,"Washer/Dryer Hookup, Smoke Free","2405 Lawndale Dr, Champaign, IL 61821",40.09892,-88.28651,0,(217) 305-7685,0
,,,,,,,,,,
1513 W Kirby Ave_3b1.5b,3,1.5,799,Self-Service Laundry,"1513 W Kirby Ave, Champaign, IL 61821",40.09757,-88.27126,0,(217) 305-4410,0
,,,,,,,,,,
1406 Bluegrass Ln_4b2.5b,4,2.5,1225,"Washer/Dryer, Fireplace, Kitchen, Wood Flooring, Basement, Yard","1406 Bluegrass Ln, Champaign, IL 61822",40.13019,-88.30853,0,(217) 305-7734,0
,,,,,,,,,,
503 E Springfield Ave_1b1b,1,1,790,"Washer/Dryer, Wheelchair Accessible, Furnished","503 E Springfield Ave, Champaign, IL 61820",40.11238,-88.23161,0,(855) 543-6055,0
,,,,,,,,,,
507 W Kirby Ave_5b1.5b,5,1.5,1900,"Furnished Apartments, Washer/Dryer, Smoke Free","507 W Kirby Ave, Champaign, IL 61820",40.09785,-88.25059,0,(217) 318-0970,0
,,,,,,,,,,
503 E Springfield Ave_2b2b,2,2,1198,"Washer/Dryer, Furnished","503 E Springfield Ave, Champaign, IL 61820",40.11238,-88.23161,0,(855) 556-2417,0
,,,,,,,,,,
1615 Bassett Ln_4b3.5b,4,3.5,1700,Washer/Dryer,"1615 Bassett Ln, Champaign, IL 61821",40.08397,-88.27294,0,(844) 214-0107,0
,,,,,,,,,,
1308 Grandview Dr_1b1b,1,1,635,Self-Service Laundry,"1308 Grandview Dr, Champaign, IL 61820",40.10154,-88.25011,0,(217) 318-0920,0
,,,,,,,,,,
207 E Healey St_1b1b,1,1,465,"Smoke Free, Furnished","207 E Healey St, Champaign, IL 61820",40.11119,-88.23595,0,(217) 305-4083,0
,,,,,,,,,,
107 E John St_1b1b,1,1,565,"Self-Service Laundry, Furnished","107 E John St, Champaign, IL 61820",40.10875,-88.23774,0,(217) 305-7376,0
,,,,,,,,,,
105 E John St_1b1b,1,1,645,"Self-Service Laundry, Smoke Free, Furnished","105 E John St, Champaign, IL 61820",40.10875,-88.23798,0,(844) 437-8787,0
,,,,,,,,,,
110 E John St_1b1b,1,1,715,"Washer/Dryer, Smoke Free, Furnished","110 E John St, Champaign, IL 61820",40.10934,-88.23752,0,(844) 848-9566,0
,,,,,,,,,,
57 E Healey St_0b1b,0,1,495,"Self-Service Laundry, Smoke Free, Furnished","57 E Healey St, Champaign, IL 61820",40.11113,-88.23935,0,(888) 834-9231,0
,,,,,,,,,,
1308 Grandview Dr_1b1b,1,1,605,Washer/Dryer,"1308 Grandview Dr, Champaign, IL 61820",40.10154,-88.25011,0,(217) 318-0656,0
,,,,,,,,,,
1407 Rosewood Dr_3b1b,3,1,1065,"Washer/Dryer, Smoke Free","1407 Rosewood Dr, Champaign, IL 61821",40.10024,-88.27891,0,(844) 286-0761,0
,,,,,,,,,,
502 E Springfield Ave_3b2.5b,3,2.5,1575,"Washer/Dryer, Furnished","502 E Springfield Ave, Champaign, IL 61820",40.11287,-88.23186,0,(217) 689-1159,0
,,,,,,,,,,
305 Birch St_1b1b,1,1,650,Self-Service Laundry,"305 Birch St, Champaign, IL 61820",40.09964,-88.24725,0,(217) 903-5112,0
,,,,,,,,,,
1320 Frederick St_1b1b,1,1,530,,"1320 Frederick St, Champaign, IL 61820",40.10019,-88.24525,0,(217) 305-7667,0
,,,,,,,,,,
301 S 4th St_2b2b,2,2,1140,"Washer/Dryer, Furnished","301 S 4th St, Champaign, IL 61820",40.11415,-88.23375,0,(855) 556-2418,0
,,,,,,,,,,
307 Birch St_1b1b,1,1,595,Self-Service Laundry,"307 Birch St, Champaign, IL 61820",40.09964,-88.24772,0,(217) 318-0919,0
,,,,,,,,,,
1208 S Elm Blvd_2b1b,2,1,905,Washer/Dryer Hookup,"1208 S Elm Blvd, Champaign, IL 61820",40.10251,-88.25011,0,(844) 276-9387,0
,,,,,,,,,,
310 Avondale Ave_2b1b,2,1,975,Washer/Dryer Hookup,"310 Avondale Ave, Champaign, IL 61820",40.1035,-88.24774,0,(217) 305-7816,0
,,,,,,,,,,
502 E Springfield Ave_3b2.5b,3,2.5,1770,"Washer/Dryer, Furnished","502 E Springfield Ave, Champaign, IL 61820",40.11287,-88.23186,0,(217) 305-4338,0
,,,,,,,,,,
502 E Springfield Ave_3b2b,3,2,1575,"Washer/Dryer, Wheelchair Accessible, Furnished","502 E Springfield Ave, Champaign, IL 61820",40.11287,-88.23186,0,(217) 305-7656,0
,,,,,,,,,,
2606 Sheridan Dr_3b2b,3,2,1075,Washer/Dryer,"2606 Sheridan Dr, Champaign, IL 61821",40.10552,-88.28954,0,(855) 491-0660,0
,,,,,,,,,,
501 Mitchell Ct_1b1b,1,1,570,Self-Service Laundry,"501 Mitchell Ct, Champaign, IL 61821",40.11096,-88.29152,0,(217) 305-7812,0
,,,,,,,,,,
502 E Springfield Ave_3b2.5b,3,2.5,1575,"Washer/Dryer, Furnished","502 E Springfield Ave, Champaign, IL 61820",40.11287,-88.23186,0,(217) 305-7753,0
,,,,,,,,,,
305 Birch St_1b1b,1,1,650,Self-Service Laundry,"305 Birch St, Champaign, IL 61820",40.09964,-88.24725,0,(217) 305-7787,0
,,,,,,,,,,
311 Birch St_1b1b,1,1,565,"Self-Service Laundry, Recycling Program","311 Birch St, Champaign, IL 61820",40.09989,-88.2469,0,(217) 305-7525,0
,,,,,,,,,,
709 W Green St_4b2b,4,2,1600,"Washer/Dryer, Furnished","709 W Green St, Champaign, IL 61820",40.1098,-88.25515,0,(217) 689-2577,0
,,,,,,,,,,
901 S 2nd St_4b2b,4,2,2400,"Washer/Dryer, Furnished","901 S 2nd St, Champaign, IL 61820",40.10763,-88.23737,0,(217) 318-0822,0
,,,,,,,,,,
2002 Blackthorn Dr_2b1.5b,2,1.5,1000,Washer/Dryer,"2002 Blackthorn Dr, Champaign, IL 61821",40.08798,-88.27842,0,(217) 903-4942,0
,,,,,,,,,,
610 S Mattis Ave_2b1b,2,1,865,Washer/Dryer,"610 S Mattis Ave, Champaign, IL 61821",40.10937,-88.27631,0,(217) 318-0846,0
,,,,,,,,,,
606 S Mattis Ave_1b1b,1,1,550,Self-Service Laundry,"606 S Mattis Ave, Champaign, IL 61821",40.10975,-88.27632,0,(217) 305-4391,0
,,,,,,,,,,
606 S Mattis Ave_2b1b,2,1,800,"Self-Service Laundry, Fireplace","606 S Mattis Ave, Champaign, IL 61821",40.10975,-88.27632,0,(217) 305-7092,0
,,,,,,,,,,
1106 Maplepark Dr_3b2b,3,2,1280,"Washer/Dryer, Smoke Free","1106 Maplepark Dr, Champaign, IL 61821",40.10421,-88.29407,0,(844) 286-4421,0
,,,,,,,,,,
603 E Clark St_1b1b,1,1,760,"Washer/Dryer, A/C, Smoke Free, Dishwasher, Garbage Disposal, Microwave, Furnished","603 E Clark St, Champaign, IL 61820",40.11512,-88.22995,0,(844) 323-8402,0
,,,,,,,,,,
612 Ventura Rd_3b1b,3,1,1300,Washer/Dryer,"612 Ventura Rd, Champaign, IL 61820",40.09706,-88.25311,0,(217) 305-4404,0
,,,,,,,,,,
906 S Locust St_2b1b,2,1,975,"Self-Service Laundry, Furnished","906 S Locust St, Champaign, IL 61820",40.10738,-88.23991,0,(217) 903-4388,0
,,,,,,,,,,
705 S 1st St_3b1b,3,1,1185,"Washer/Dryer, Furnished","705 S 1st St, Champaign, IL 61820",40.10961,-88.23913,0,(217) 305-4103,0
,,,,,,,,,,
705 S 1st St_3b1.5b,3,1.5,1185,"Self-Service Laundry, Furnished","705 S 1st St, Champaign, IL 61820",40.10961,-88.23913,0,(217) 600-6321,0
,,,,,,,,,,
705 S 1st St_4b2b,4,2,1320,"Self-Service Laundry, Furnished","705 S 1st St, Champaign, IL 61820",40.10961,-88.23913,0,(217) 305-4567,0
,,,,,,,,,,
908 S Locust St_1b1b,1,1,595,"Self-Service Laundry, Furnished","908 S Locust St, Champaign, IL 61820",40.10721,-88.23991,0,(217) 305-7526,0
,,,,,,,,,,
101 E Daniel St_4b2b,4,2,438,"Washer/Dryer, Smoke Free, Furnished","101 E Daniel St, Champaign, IL 61820",40.10763,-88.23843,0,(844) 328-0724,0
,,,,,,,,,,
1616A Maynard Dr_3b1.5b,3,1.5,975,"Washer/Dryer Hookup, Smoke Free","1616A Maynard Dr, Champaign, IL 61822",40.09722,-88.2978,0,(217) 305-4378,0
,,,,,,,,,,
211 W Columbia Ave_3b1b,3,1,925,"Washer/Dryer, Ceiling Fans, Smoke Free, Kitchen, Dining Area","211 W Columbia Ave, Champaign, IL 61820",40.12087,-88.2466,0,0,0
,,,,,,,,,,
1603 W John St_3b2.5b,3,2.5,1150,Washer/Dryer,"1603 W John St, Champaign, IL 61821",40.10869,-88.27321,0,(855) 324-8992,0
,,,,,,,,,,
708 W Springfield Ave_2b1b,2,1,640,"Self-Service Laundry, Smoke Free","708 W Springfield Ave, Champaign, IL 61820",40.1129,-88.25525,0,0,0
,,,,,,,,,,
108 W Charles St_1b1b,1,1,580,"Self-Service Laundry, Smoke Free","108 W Charles St, Champaign, IL 61820",40.10612,-88.24435,0,0,0
,,,,,,,,,,
803 W Springfield Ave_1b1b,1,1,640,"Self-Service Laundry, Smoke Free, Furnished","803 W Springfield Ave, Champaign, IL 61820",40.11237,-88.25638,0,0,0
,,,,,,,,,,
311 S Prairie St_2b2b,2,2,590,"Self-Service Laundry, Smoke Free","311 S Prairie St, Champaign, IL 61820",40.11328,-88.24891,0,0,0
,,,,,,,,,,
Healey Street_2b1b,2,1,650,"Self-Service Laundry, Front Door Trash Pickup, Recycling Program, High Speed Internet, A/C, Heating, Ceiling Fans, Smoke Free, Storage Units, Stove, Balcony","607-611 W Healey St, Champaign, IL 61820",40.11126,-88.25266,4,(844) 728-4765,0
,,,,,,,,,,
Anthony Drive_1b1b,1,1,550,"Huge living room and bedroom, Self-Service Laundry, Curbside Trash Pickup, Front Door Trash Pickup, High Speed Internet, A/C, Heating, Ceiling Fans, Smoke Free, Storage Units, Kitchen, Oven, Stove, Refrigerator","1500 W Anthony Dr, Champaign, IL 61821",40.13883,-88.27143,4,(844) 306-6039,0
,,,,,,,,,,
Prairie Place_2b1b,2,1,620,"Self-Service Laundry, Recycling Program, A/C, Heating, Ceiling Fans, Garbage Disposal, Stove","310-316 S Prairie St, Champaign, IL 61820",40.11333,-88.24809,3,(855) 891-9969,0
,,,,,,,,,,
State Street_1b1b,1,1,640,"Self-Service Laundry, Recycling Program, A/C, Heating, Ceiling Fans, Stove, Wood Flooring, Carpeting","307-309 S State St, Champaign, IL 61820",40.1137,-88.24719,4,(844) 405-0495,0
,,,,,,,,,,
211 Springfield Apartments_2b1b,2,1,695,"Fixed rate water payment, Gated, Heating, Stove","211 W Springfield Ave, Champaign, IL 61820",40.11236,-88.24659,3,(844) 285-1280,0
,,,,,,,,,,
Colonial South_1b1b,1,1,595,"Recycling Program, A/C, Heating, Kitchen, Stove","1101 S Mattis Ave, Champaign, IL 61821",40.10436,-88.27695,4,(855) 374-8758,0
,,,,,,,,,,
510 S Elm_2b1b,2,1,695,,"510 S Elm St, Champaign, IL 61820",40.11088,-88.24971,4,(217) 903-4985,0
,,,,,,,,,,
Clark Street House_1b1b,1,1,780,"Washer/Dryer, A/C, Heating, Fireplace, Dishwasher, Stove, Skylight, Deck","613 W Healey St, Champaign, IL 61820",40.11143,-88.25336,4,(217) 903-4463,0
,,,,,,,,,,
Healey Townhomes_2b2.5b,2,2.5,910,"Self-Service Laundry, A/C, Heating, Fireplace, Dishwasher, Garbage Disposal, Stove, Patio","402 W Clark St, Champaign, IL 61820",40.11562,-88.2487,4,(217) 689-0744,0
,,,,,,,,,,
Green Street_2b1b,2,1,750,"Beautiful trees, Carport included, Central A/C for the Cedar, Close to U of I campus, Credit Cards Accepted, eChecks Accepted, Fixed rate water payment, Free garbage removal, Free guest parking lot, Recycling, Well-built brick construction, Self-Service Laundry, Recycling Program, Gated, High Speed Internet, A/C, Heating, Smoke Free, Dishwasher, Stove","507-509 W Green St, Champaign, IL 61820",40.10988,-88.25146,4,(844) 254-7881,0
,,,,,,,,,,
Clark Street_2b1b,2,1,640,"Apartment Has Two Window A/C's, Gas & Electricity Included (On Select Units), Self-Service Laundry, Recycling Program, High Speed Internet, A/C, Heating, Ceiling Fans, Smoke Free, Kitchen, Oven, Stove, Refrigerator","307-312 W Clark St, Champaign, IL 61820",40.11508,-88.24775,4,(844) 292-4531,0
,,,,,,,,,,
Stoneleigh Court_2b1.5b,2,1.5,760,"Gated, Heating, Storage Units, Garbage Disposal, Stove, Skylight, Balcony","800 S Mattis Ave, Champaign, IL 61821",40.10811,-88.27632,4,(217) 318-0963,0
,,,,,,,,,,
508 W White_3b1.5b,3,1.5,800,,"508 W White St, Champaign, IL 61820",40.11457,-88.25102,4,(217) 305-7691,0
,,,,,,,,,,
2511 Leeper Dr_2b1b,2,1,730,Dishwasher,"2511 Leeper Dr, Champaign, IL 61822",40.08097,-88.27988,0,(217) 840-1070,0
,,,,,,,,,,
1862 Valley Rd_2b1b,2,1,900,,"1862 Valley Rd, Champaign, IL 61820",40.09625,-88.25015,0,(217) 356-4012,0
,,,,,,,,,,
2513 Leeper Dr_2b1b,2,1,740,"Washer/Dryer, Washer/Dryer Hookup, Dishwasher","2513 Leeper Dr, Champaign, IL 61822",40.08092,-88.2795,0,(217) 840-1070,0
,,,,,,,,,,
503 S Locust St_4b3b,4,3,4500,A/C,"503 S Locust St, Champaign, IL 61820",40.11213,-88.24038,0,(217) 722-9000,0
,,,,,,,,,,
25 E John St_4b4b,4,4,4800,"Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Refrigerator, Wood Flooring, Basement","25 E John St, Champaign, IL 61820",40.10877,-88.24131,0,(217) 722-9000,0
,,,,,,,,,,
1013 S 1st St_4b4b,4,4,5600,"Washer/Dryer, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Garbage Disposal, Microwave, Stove, Refrigerator, Wood Flooring, Basement","1013 S 1st St, Champaign, IL 61820",40.10553,-88.23903,0,(217) 722-9000,0
,,,,,,,,,,
